"","lat","lon"
"280",36.778261,-119.4179324
"281",25.7616798,-80.1917902
"282",43.7844397,-88.7878678
"283",42.3600825,-71.0588801
"284",35.9556923,-80.0053176
"285",43.653226,-79.3831843
"286",42.3149367,-83.0363633
"287",50.6853626,4.3779197
"288",40.8686675,-82.3182178
"289",40.7127753,-74.0059728
"290",35.5067215,-97.7625441
"291",42.7469789,-84.4010848
"292",38.9784453,-76.4921829
"293",32.3546679,-89.3985283
"294",-3.1190275,-60.0217314
"295",35.5950581,-82.5514869
"296",41.7475933,-74.0868095
"297",28.5383355,-81.3792365
"298",28.5383355,-81.3792365
"299",28.5383355,-81.3792365
"300",35.4398261,-95.9819429
"301",48.4370202,-122.3371809
"302",39.158168,-75.5243682
"303",41.8781136,-87.6297982
"304",43.8975446,-78.9429329
"305",33.0185039,-80.1756481
"306",35.3884479,-82.566789
"307",44.7132969,-93.4227274
"308",41.4901024,-71.3128285
"309",36.548434,-82.5618186
"310",43.653226,-79.3831843
"311",43.0730517,-89.4012302
"312",51.253775,-85.323214
"313",40.789142,-73.134961
"314",43.653226,-79.3831843
"315",26.1224386,-80.1373174
"316",42.9133602,-85.7053085
"317",33.4483771,-112.0740373
"318",26.9342246,-80.0942087
"319",26.1669711,-80.256595
"320",41.49932,-81.6943605
"321",32.7764749,-79.9310512
"322",42.3600825,-71.0588801
"323",43.7844397,-88.7878678
"324",44.0581728,-121.3153096
"325",46.0878165,-64.7782313
"326",46.0878165,-64.7782313
"327",46.6569871,9.5780257
"328",43.8041334,-120.5542012
"329",43.653226,-79.3831843
"330",40.0067785,-75.2854622
"331",42.3600825,-71.0588801
"332",42.4072107,-71.3824374
"333",44.5571093,-70.5433579
"334",45.2497275,19.3967698
"335",38.4203709,-81.7906847
"336",43.0494572,-88.0075875
"337",64.7511111,-147.3494443
"338",40.6331249,-89.3985283
"339",40.7399836,-73.7859357
"340",40.0583238,-74.4056612
"341",36.8507689,-76.2858726
"342",40.4406248,-79.9958864
"343",43.0494572,-88.0075875
"344",41.8781136,-87.6297982
"345",40.7830603,-73.9712488
"346",34.3740431,-80.0734005
"347",40.6367682,-74.90989
"348",42.8864468,-78.8783689
"349",25.7616798,-80.1917902
"350",43.1565779,-77.6088465
"351",40.2671941,-86.1349019
"352",42.3600825,-71.0588801
"353",42.3600825,-71.0588801
"354",29.7604267,-95.3698028
"355",41.1017247,-80.7645239
"356",40.4172871,-82.907123
"357",44.2519526,-85.4011619
"358",39.7589478,-84.1916069
"359",43.2665089,-79.9568685
"360",41.49932,-81.6943605
"361",41.49932,-81.6943605
"362",28.1808458,-82.6817662
"363",37.5407246,-77.4360481
"364",41.1887572,-81.2518833
"365",44.2519526,-85.4011619
"366",41.49932,-81.6943605
"367",40.4406248,-79.9958864
"368",37.5407246,-77.4360481
"369",40.9253725,-74.2765441
"370",35.8991678,-78.8636402
"371",40.3369272,-104.9121967
"372",40.1826017,-80.1330264
"373",27.2669722,-82.546344
"374",41.2565369,-95.9345034
"375",45.253783,-69.4454689
"376",41.2033216,-77.1945247
"377",42.5348993,-92.4453161
"378",40.4406248,-79.9958864
"379",41.8781136,-87.6297982
"380",43.653226,-79.3831843
"381",-23.5505199,-46.6333094
"382",41.1220194,-73.7948516
"383",27.6648274,-81.5157535
"384",41.1475954,-73.989306
"385",45.4215296,-75.6971931
"386",43.653226,-79.3831843
"387",39.0457549,-76.6412712
"388",36.146591,-79.867476
"389",41.8781136,-87.6297982
"390",40.4172871,-82.907123
"391",40.8120171,-74.1243063
"392",40.5187154,-74.4120953
"393",40.4406248,-79.9958864
"394",35.7595731,-79.0192997
"395",27.950575,-82.4571776
"396",37.8848619,-78.8994672
"397",38.2526647,-85.7584557
"398",42.4048028,-82.1910378
"399",34.2103894,-77.8868117
"400",41.4480902,-90.1542848
"401",35.7795897,-78.6381787
"402",41.2033216,-77.1945247
"403",35.9940329,-78.898619
"404",35.7795897,-78.6381787
"405",35.7795897,-78.6381787
"406",39.9611755,-82.9987942
"407",38.7838939,-77.6077865
"408",51.253775,-85.323214
"409",27.3364347,-82.5306527
"410",30.1588129,-85.6602058
"411",30.1588129,-85.6602058
"412",30.0444196,31.2357116
"413",45.4215296,-75.6971931
"414",30.0444196,31.2357116
"415",39.2903848,-76.6121893
"416",40.663664,-73.9478742
"417",26.7153424,-80.0533746
"418",39.768403,-86.158068
"419",45.4215296,-75.6971931
"420",30.3292368,31.2168466
"421",55.657857,-3.942668
"422",39.0457549,-76.6412712
"423",40.4172871,-82.907123
"424",32.3182314,-86.902298
"425",35.20105,-91.8318334
"426",34.0522342,-118.2436849
"427",33.4734978,-82.0105148
"428",36.1626638,-86.7816016
"429",43.5473028,-96.728333
"430",43.1836046,-89.2137254
"431",39.1031182,-84.5120196
"432",39.1031182,-84.5120196
"433",33.7700504,-118.1937395
"434",26.2378597,-80.1247667
"435",33.7489954,-84.3879824
"436",32.4609764,-84.9877094
"437",41.49932,-81.6943605
"438",20.6295586,-87.0738851
"439",40.8050565,-81.935143
"440",30.421309,-87.2169149
"441",40.3245138,-79.7011549
"442",43.8137751,-91.2519017
"443",42.1014831,-72.589811
"444",39.2806451,-80.3445341
"445",40.5187154,-74.4120953
"446",41.6619927,-86.1586156
"447",44.6487635,-63.5752387
"448",42.732535,-84.5555347
"449",41.8781136,-87.6297982
"450",38.4495688,-78.8689155
"451",36.1539816,-95.992775
"452",36.1626638,-86.7816016
"453",40.4172871,-82.907123
"454",26.9342246,-80.0942087
"455",41.1404647,-104.8158957
"456",50.9738973,5.3419677
"457",33.7489954,-84.3879824
"458",38.3606736,-75.5993692
"459",41.5868353,-93.6249593
"460",42.331427,-83.0457538
"461",46.8796822,-110.3625658
"462",41.2033216,-77.1945247
"463",36.3320196,-94.1185366
"464",26.7153424,-80.0533746
"465",43.0581645,-79.2902133
"466",38.9085472,-77.2405153
"467",40.5187154,-74.4120953
